address,beds,baths,type,price,sqft,listing#,sqft_min,sqft_max,sqft_avg,Type,Style,LAT,LONG
50 Power St 405 Toronto,1+1,1,Condo Apt Apartment,2200,500-599,C10423519,500,599,549.5,Condo Apartment,Apartment,43.6543821,-79.3630452
11 Brunel Crt 4905 Toronto,1,1,Condo Apt Apartment,2200,500-599,C9767816,500,599,549.5,Condo Apartment,Apartment,43.6394086,-79.3932334
82 Dalhousie St 3906 Toronto,1,1,Condo Apt Apartment,2200,0-499,C10365622,0,499,249.5,Condo Apartment,Apartment,43.655802,-79.3764407
1410 Dupont St 702 Toronto,1,1,Condo Apt Apartment,2200,500-599,W10413097,500,599,549.5,Condo Apartment,Apartment,43.66710279999999,-79.4474491
5 Soudan Ave N 909 Toronto,1,1,Condo Apt Apartment,2200,0-499,C10416180,0,499,249.5,Condo Apartment,Apartment,43.70432539999999,-79.39716709999999
158 Front St E 1310 Toronto,1,1,Condo Apt Apartment,2200,0-499,C10425734,0,499,249.5,Condo Apartment,Apartment,43.6503838,-79.36868199999999
377 Madison Ave 523 Toronto,1,1,Condo Apt Apartment,2200,0-499,C9385582,0,499,249.5,Condo Apartment,Apartment,43.6771071,-79.40594229999999
99 Broadway Ave 3607 Toronto,1+1,1,Condo Apt Apartment,2200,0-499,C10426132,0,499,249.5,Condo Apartment,Apartment,43.7105663,-79.3932957
99 Broadway Ave 2812 Toronto,1,1,Condo Apt Apartment,2200,500-599,C9513527,500,599,549.5,Condo Apartment,Apartment,43.7105663,-79.3932957
715 Don Mills Rd 1005 Toronto,1+1,1,Condo Apt Apartment,2200,600-699,C10416830,600,699,649.5,Condo Apartment,Apartment,43.71054609999999,-79.333697
90 Broadview Ave 513 Toronto,1,1,Condo Apt Loft,2200,0-499,E10221817,0,499,249.5,Condo Apartment,Loft,43.6579923,-79.3497395
400 Adelaide St E 1612 Toronto,1,1,Condo Apt Apartment,2200,600-699,C10430583,600,699,649.5,Condo Apartment,Apartment,43.65278139999999,-79.3677616
9 Tecumseth St 508 Toronto,1,1,Condo Apt Apartment,2200,0-499,C10441173,0,499,249.5,Condo Apartment,Apartment,43.6410139,-79.4037653
127 Broadway Ave 1710 Toronto,1,1,Condo Apt Apartment,2200,0-499,C10431949,0,499,249.5,Condo Apartment,Apartment,43.7103794,-79.3921761
138 Downes St 3116 Toronto,1,1,Condo Apt Apartment,2200,500-599,C10415756,500,599,549.5,Condo Apartment,Apartment,43.6446392,-79.3713451
117 Broadway Ave 610 Toronto,1,1,Condo Apt Apartment,2200,500-599,C10432697,500,599,549.5,Condo Apartment,Apartment,43.71035699999999,-79.3925946
11 Brunel Crt 5109 Toronto,1,1,Condo Apt Apartment,2200,0-499,C10427986,0,499,249.5,Condo Apartment,Apartment,43.6394086,-79.3932334
20 O'neill Rd 431 Toronto,1,1,Condo Apt Apartment,2200,500-599,C10403187,500,599,549.5,Condo Apartment,Apartment,43.7321154,-79.34379340000001
8 Tippett Rd 503 Toronto,1,1,Condo Apt Apartment,2200,500-599,C9362809,500,599,549.5,Condo Apartment,Apartment,43.7324138,-79.4468862
5 St Joseph St 1206 Toronto,1,1,Condo Apt Apartment,2200,500-599,C9510311,500,599,549.5,Condo Apartment,Apartment,43.6657586,-79.3856777
36 Zorra St 329 Toronto,1,1,Condo Apt Apartment,2200,500-599,W10440984,500,599,549.5,Condo Apartment,Apartment,43.619725,-79.5218167
1 Market St 2807 Toronto,1,1,Condo Apt Apartment,2200,0-499,C9514474,0,499,249.5,Condo Apartment,Apartment,43.6468752,-79.3710718
33 Frederick Todd Way 431 Toronto,1,1,Condo Apt Apartment,2200,500-599,C10426140,500,599,549.5,Condo Apartment,Apartment,43.7136019,-79.360691
357 King St W 2804 Toronto,1,1,Condo Apt Apartment,2200,500-599,C10849513,500,599,549.5,Condo Apartment,Apartment,43.6457762,-79.3925063
20 Edward St 1519 Toronto,1,1,Condo Apt Apartment,2200,0-499,C9509262,0,499,249.5,Condo Apartment,Apartment,43.6569939,-79.3821206
111 St Clair Ave W 603 Toronto,1,1,Condo Apt Apartment,2200,500-599,C10426122,500,599,549.5,Condo Apartment,Apartment,43.6867098,-79.3992581
20 Bruyeres Mews 513 Toronto,1,1,Condo Apt Apartment,2200,0-499,C10440632,0,499,249.5,Condo Apartment,Apartment,43.6375024,-79.4009141
99 Broadway Ave 613 Toronto,1,1,Condo Apt Apartment,2200,0-499,C10429869,0,499,249.5,Condo Apartment,Apartment,43.7105663,-79.3932957
36 Park Lawn Rd 3804 Toronto,1,1,Condo Apt Apartment,2200,500-599,W9303869,500,599,549.5,Condo Apartment,Apartment,43.6235942,-79.4845177
60 Orchid Place Dr 11 Toronto,1,1,Condo Townhouse Stacked Townhse,2200,500-599,E9379472,500,599,549.5,Condo Townhouse,Stacked Townhse,43.7933433,-79.23640449999999
16 McAdam Ave 511 Toronto,1,1,Condo Apt Apartment,2200,0-499,W9512927,0,499,249.5,Condo Apartment,Apartment,43.7229146,-79.4571199
2150 Lawrence Ave 1606 Toronto,1+1,1,Condo Apt Apartment,2200,600-699,E10431679,600,699,649.5,Condo Apartment,Apartment,43.6989877,-79.52072199999999
127 Broadway Ave 1104 Toronto,1+1,1,Condo Apt Apartment,2200,500-599,C10441268,500,599,549.5,Condo Apartment,Apartment,43.7103794,-79.3921761
319 Jarvis St LPH03 Toronto,1,1,Condo Apt Apartment,2200,0-499,C9512453,0,499,249.5,Condo Apartment,Apartment,43.6597863,-79.3753128
15 Lower Jarvis St 2902 Toronto,1,1,Condo Apt Apartment,2200,500-599,C9362270,500,599,549.5,Condo Apartment,Apartment,43.6452369,-79.36924429999999
5 Defries St 3007 Toronto,1,1,Condo Apt Apartment,2200,0-499,C9250348,0,499,249.5,Condo Apartment,Apartment,43.6605705,-79.3563724
132 Berkeley St 221 Toronto,1,1,Condo Apt Apartment,2200,0-499,C9767462,0,499,249.5,Condo Apartment,Apartment,43.6547516,-79.3659545
215 Queen St W 1701 Toronto,1,1,Condo Apt Apartment,2200,0-499,C9796172,0,499,249.5,Condo Apartment,Apartment,43.6504655,-79.3878063
15 Iceboat Terr 2001 Toronto,1+0,1,Condo Apt Apartment,2200,500-599,C10416896,500,599,549.5,Condo Apartment,Apartment,43.6405556,-79.3968958
15 Bruyeres Mews 312 Toronto,1,1,Condo Apt Apartment,2200,500-599,C10412429,500,599,549.5,Condo Apartment,Apartment,43.63722930000001,-79.4007335
127 Broadway Ave 1004 Toronto,1+1,1,Condo Apt Apartment,2200,500-599,C10427189,500,599,549.5,Condo Apartment,Apartment,43.7103794,-79.3921761
6127 Steeles Ave W Toronto,1,1,Condo Apt Apartment,2200,1000-1199,W9234973,1000,1199,1099.5,Condo Apartment,Apartment,43.7642118,-79.573827
2033 Kennedy Rd 1002 Toronto,1,1,Condo Apt Apartment,2200,0-499,E9768432,0,499,249.5,Condo Apartment,Apartment,43.7769928,-79.28389469999999
30 Meadowglen Pl 507 Toronto,1,1,Condo Apt Apartment,2200,0-499,E10404818,0,499,249.5,Condo Apartment,Apartment,43.7746779,-79.2305336
501 Yonge St 4104 Toronto,1,1,Condo Apt Apartment,2200,0-499,C9395874,0,499,249.5,Condo Apartment,Apartment,43.6631881,-79.3836001
96 St Patrick St 511 Toronto,1,1,Condo Apt Apartment,2200,0-499,C10411605,0,499,249.5,Condo Apartment,Apartment,43.652909,-79.389963
25 Richmond St E 2313 Toronto,1,1,Condo Apt Apartment,2200,0-499,C10874769,0,499,249.5,Condo Apartment,Apartment,43.6519017,-79.37721650000002
60 Princess St 353 SE Toronto,1,1,Condo Apt Apartment,2200,500-599,C10424827,500,599,549.5,Condo Apartment,Apartment,43.6495699,-79.36650379999999
863 St. Clair Ave W 202 Toronto,1,1,Condo Apt Apartment,2200,500-599,C10432363,500,599,549.5,Condo Apartment,Apartment,43.6798925,-79.43293349999999
195 McCaul St 222 Toronto,1,1,Condo Apt Apartment,2200,500-599,C9723957,500,599,549.5,Condo Apartment,Apartment,43.6567194,-79.39214460000001
319 Jarvis St 4805 Toronto,1,1,Condo Apt Apartment,2200,0-499,C10402903,0,499,249.5,Condo Apartment,Apartment,43.6597863,-79.3753128
17 Dundonald St 510 Toronto,1,1,Condo Apt Apartment,2200,0-499,C9364966,0,499,249.5,Condo Apartment,Apartment,43.6659283,-79.383465
77 Mutual St 2006 Toronto,1,1,Condo Apt Apartment,2200,0-499,C9769551,0,499,249.5,Condo Apartment,Apartment,43.6561607,-79.3750714
1787 St Clair Ave W 717 Toronto,1+1,1,Condo Apt Multi-Level,2200,500-599,W9350447,500,599,549.5,Condo Apartment,Multi-Level,43.6735145,-79.46209689999999
955 Bay St 418 Toronto,1,1,Condo Apt Apartment,2200,500-599,C10477029,500,599,549.5,Condo Apartment,Apartment,43.6646319,-79.3869529
135 East Liberty St 1109 Toronto,1,1,Condo Apt Apartment,2200,0-499,C9769904,0,499,249.5,Condo Apartment,Apartment,43.638566,-79.416906
33 Charles St E 2312 Toronto,1,1,Condo Apt Apartment,2200,0-499,C9386396,0,499,249.5,Condo Apartment,Apartment,43.6685778,-79.3844795
50 Charles St E 1608 Toronto,1,1,Condo Apt Apartment,2200,0-499,C10432488,0,499,249.5,Condo Apartment,Apartment,43.6693054,-79.3838586
2369 Danforth Ave 811 Toronto,1,1,Condo Apt Apartment,2200,0-499,E9471552,0,499,249.5,Condo Apartment,Apartment,43.6869919,-79.3061336
3 Market St 210 Toronto,1+1,1,Condo Apt Apartment,2200,500-599,C10417047,500,599,549.5,Condo Apartment,Apartment,43.6472534,-79.3711658
251 Jarvis St 2601 Toronto,1,1,Condo Apt Apartment,2200,600-699,C9769779,600,699,649.5,Condo Apartment,Apartment,43.65737670000001,-79.3744501
33 Helendale Ave 1111 Toronto,1,1,Condo Apt Apartment,2200,0-499,C10415858,0,499,249.5,Condo Apartment,Apartment,43.7087661,-79.3995613
478 Caledonia Rd 305 Toronto,1,1,Condo Apt Apartment,2200,500-599,W8477360,500,599,549.5,Condo Apartment,Apartment,43.6892951,-79.46100919999999
30 Inn On The Park Dr 4206 Toronto,1,1,Condo Apt Apartment,2200,500-599,C9343912,500,599,549.5,Condo Apartment,Apartment,43.7190597,-79.3485493
127 Broadway Ave 2006 Toronto,1,1,Condo Apt Apartment,2200,500-599,C10874755,500,599,549.5,Condo Apartment,Apartment,43.7103794,-79.3921761
87 Peter St 3415 Toronto,1,1,Condo Apt Apartment,2200,0-499,C10463637,0,499,249.5,Condo Apartment,Apartment,43.6469314,-79.3924035
195 McCaul St 712 Toronto,1+1,1,Condo Apt Apartment,2200,500-599,C10417111,500,599,549.5,Condo Apartment,Apartment,43.6567194,-79.39214460000001
1910 Lakeshore Blvd 806 Toronto,1,1,Condo Apt Apartment,2200,500-599,W9385489,500,599,549.5,Condo Apartment,Apartment,43.636309,-79.46625759999999
3091 Dufferin St 803 Toronto,1,1,Condo Apt Apartment,2200,0-499,W10427746,0,499,249.5,Condo Apartment,Apartment,43.71531359999999,-79.454618
111 St Clair Ave W 323 Toronto,1,1,Condo Apt Apartment,2200,500-599,C10424203,500,599,549.5,Condo Apartment,Apartment,43.6867098,-79.3992581
238 Simcoe St 1602 Toronto,1,1,Condo Apt Apartment,2200,0-499,C9507137,0,499,249.5,Condo Apartment,Apartment,43.6534014,-79.38904769999999
219 Dundas St E 705 Toronto,1,1,Condo Apt Apartment,2200,500-599,C10415661,500,599,549.5,Condo Apartment,Apartment,43.657581,-79.37289
238 Simcoe St 3603 Toronto,1,1,Condo Apt Apartment,2200,500-599,C10433290,500,599,549.5,Condo Apartment,Apartment,43.6534014,-79.38904769999999
1420 Dupont St 901 Toronto,1+1,1,Condo Apt Apartment,2200,500-599,W10929187,500,599,549.5,Condo Apartment,Apartment,43.6667421,-79.4482712
82 Dalhousie St 3105 Toronto,1,1,Condo Apt Apartment,2200,0-499,C10428748,0,499,249.5,Condo Apartment,Apartment,43.655802,-79.3764407
127 Broadway Ave 316s Toronto,1,1,Condo Apt Apartment,2200,500-599,C10424379,500,599,549.5,Condo Apartment,Apartment,43.7103794,-79.3921761
126 Simcoe St 1402 Toronto,1,1,Condo Apt Apartment,2200,0-499,C9506849,0,499,249.5,Condo Apartment,Apartment,43.64897269999999,-79.3872946
77 Mutual St 1903 Toronto,1,1,Condo Apt Apartment,2200,0-499,C9300948,0,499,249.5,Condo Apartment,Apartment,43.6561607,-79.3750714
42 Charles St E 4706 Toronto,1,1,Condo Apt Apartment,2200,0-499,C9416838,0,499,249.5,Condo Apartment,Apartment,43.6695837,-79.38416389999999
238 Simcoe St 2402 Toronto,1,1,Condo Apt Apartment,2200,0-499,C10402695,0,499,249.5,Condo Apartment,Apartment,43.6534014,-79.38904769999999
560 King St W 416 Toronto,1,1,Condo Apt Apartment,2200,0-499,C10884943,0,499,249.5,Condo Apartment,Apartment,43.64492180000001,-79.3990768
500 Sherbourne St 2701 Toronto,1,1,Condo Apt Apartment,2200,500-599,C9389653,500,599,549.5,Condo Apartment,Apartment,43.6679021,-79.37568189999999
275 Village Green Sq 1519 Toronto,1,1,Condo Apt Apartment,2200,500-599,E10428897,500,599,549.5,Condo Apartment,Apartment,43.77935799999999,-79.2830046
18 Rean 224 Toronto,1,1,Condo Apt Apartment,2200,0-499,C9508326,0,499,249.5,Condo Apartment,Apartment,43.7672411,-79.3832479
318 Richmond St W 614 Toronto,1+0,1,Condo Apt Apartment,2200,500-599,C9768309,500,599,549.5,Condo Apartment,Apartment,43.6478501,-79.3958828
38 Joe Shuster Way 327 Toronto,1,1,Condo Apt Apartment,2200,500-599,C9505767,500,599,549.5,Condo Apartment,Apartment,43.6404912,-79.4243391
318 Richmond St W 2404 Toronto,1,1,Condo Apt Apartment,2215,500-599,C10405750,500,599,549.5,Condo Apartment,Apartment,43.64895629999999,-79.39220739999999
55 Ontario St 1707 Toronto,1,1,Condo Apt Apartment,2225,0-499,C10419804,0,499,249.5,Condo Apartment,Apartment,43.653598,-79.3662319
185 Roehampton Ave 610 Toronto,1+1,1,Condo Apt Apartment,2225,500-599,C9418436,500,599,549.5,Condo Apartment,Apartment,43.7090751,-79.3928229
68 Canterbury Pl 1603 Toronto,1,1,Condo Apt Apartment,2230,500-599,C10929157,500,599,549.5,Condo Apartment,Apartment,43.77395629999999,-79.4155634
775 King St W 1008 Toronto,1,1,Condo Apt Apartment,2230,500-599,C10434137,500,599,549.5,Condo Apartment,Apartment,43.64302199999999,-79.40618429999999
325 Yorkland Blvd 3001 Toronto,1,1,Condo Apt Apartment,2233,0-499,C9511051,0,499,249.5,Condo Apartment,Apartment,43.7740203,-79.3323827
28 Wellesley St E 2105 Toronto,1,1,Condo Apt Apartment,2240,0-499,C9986664,0,499,249.5,Condo Apartment,Apartment,43.6655834,-79.3827749
127 Broadway Ave 708 Toronto,1+1,1,Condo Apt Apartment,2240,500-599,C10416051,500,599,549.5,Condo Apartment,Apartment,43.7103794,-79.3921761
1410 Dupont St 1907 Toronto,1,1,Condo Apt Apartment,2243,500-599,W9868343,500,599,549.5,Condo Apartment,Apartment,43.66710279999999,-79.4474491
2525 Bathurst St 605 Toronto,1,1,Condo Apt Apartment,2245,0-499,C10404928,0,499,249.5,Condo Apartment,Apartment,43.7059936,-79.4261248
763 Woodbine Ave 401 Toronto,1,1,Other Apartment,2245,500-599,E10417195,500,599,549.5,Other,Apartment,43.6807768,-79.3104212
30 Tretti Way 629 Toronto,1,1,Condo Apt Apartment,2245,500-599,C9391362,500,599,549.5,Condo Apartment,Apartment,43.7329753,-79.4486331
2525 Bathurst St 304 Toronto,1,1,Condo Apt Apartment,2245,500-599,C9512479,500,599,549.5,Condo Apartment,Apartment,43.7059936,-79.4261248
215 Queen St W 1802 Toronto,1+1,1,Condo Apt Apartment,2249,0-499,C9388437,0,499,249.5,Condo Apartment,Apartment,43.6504655,-79.3878063
1461 Lawrence Ave W 1811 Toronto,1,1,Condo Apt Apartment,2249,0-499,W9349183,0,499,249.5,Condo Apartment,Apartment,43.7074982,-79.4797966
8 Eglinton Ave 3203 Toronto,1,1,Condo Apt Apartment,2250,500-599,C10874696,500,599,549.5,Condo Apartment,Apartment,43.7072077,-79.3977826
14 York St 2111 Toronto,1,1,Comm Element Condo Apartment,2250,500-599,C10854796,500,599,549.5,Common Element Condo,Apartment,43.64195290000001,-79.38201629999999
111 Bathurst St 413 Toronto,1,1,Condo Apt Apartment,2250,500-599,C10431108,500,599,549.5,Condo Apartment,Apartment,43.6448228,-79.40280369999999
121 Lower Sherbourne St 460 SW Toronto,1+1,2,Condo Apt Apartment,2250,500-599,C9402002,500,599,549.5,Condo Apartment,Apartment,43.6495044,-79.3670392
2201 Kingston Rd 117 Toronto,1,1,Condo Apt Apartment,2250,600-699,E9468493,600,699,649.5,Condo Apartment,Apartment,43.7031558,-79.2528768
50 Power St 512 Toronto,1+1,1,Condo Apt Apartment,2250,500-599,C10408244,500,599,549.5,Condo Apartment,Apartment,43.6543821,-79.3630452
425 FRONT St E 415 Toronto,1+1,1,Condo Apt Apartment,2250,500-599,C9418017,500,599,549.5,Condo Apartment,Apartment,43.6526799,-79.35710999999999
863 St. Clair Ave W 502 Toronto,1,1,Condo Apt Apartment,2250,500-599,C10433490,500,599,549.5,Condo Apartment,Apartment,43.6798925,-79.43293349999999
4955 Yonge St 718 Toronto,1,1,Condo Apt Apartment,2250,0-499,C9418513,0,499,249.5,Condo Apartment,Apartment,43.7650353,-79.4115219
19 Bathurst St 815 Toronto,1,1,Condo Apt Apartment,2250,500-599,C10418502,500,599,549.5,Condo Apartment,Apartment,43.6375621,-79.3996469
38 Dan Leckie Way 2606 Toronto,1,1,Condo Apt Apartment,2250,600-699,C9378277,600,699,649.5,Condo Apartment,Apartment,43.6374607,-79.39792589999999
57 St. Joseph St 2908 Toronto,1,1,Condo Apt Apartment,2250,0-499,C10423466,0,499,249.5,Condo Apartment,Apartment,43.6654292,-79.3880303
6 Humberline Dr 319 Toronto,1+1,1,Condo Apt Apartment,2250,800-899,W10441528,800,899,849.5,Condo Apartment,Apartment,43.73072330000001,-79.61089489999999
90 Stadium Rd 613 Toronto,1,1,Condo Apt Apartment,2250,500-599,C9395595,500,599,549.5,Condo Apartment,Apartment,43.6348555,-79.4012965
169 Fort York Blvd 319 Toronto,1,1,Condo Apt Apartment,2250,500-599,C9415695,500,599,549.5,Condo Apartment,Apartment,43.63849889999999,-79.40094909999999
33 Helendale Ave 1306 Toronto,1,1,Condo Apt Apartment,2250,0-499,C9394266,0,499,249.5,Condo Apartment,Apartment,43.7087661,-79.3995613
159 Dundas St E 2904 Toronto,1,1,Condo Apt Apartment,2250,500-599,C9509643,500,599,549.5,Condo Apartment,Apartment,43.6567653,-79.3749976
151 Dan Leckie Way 541 Toronto,1+1,1,Condo Apt Apartment,2250,600-699,C10408655,600,699,649.5,Condo Apartment,Apartment,43.6398746,-79.3978691
2221 Yonge St 3907 Toronto,1,1,Condo Apt Apartment,2250,0-499,C10418554,0,499,249.5,Condo Apartment,Apartment,43.7060642,-79.3977203
195 McCaul St 313 Toronto,1+1,1,Condo Apt Apartment,2250,500-599,C9364577,500,599,549.5,Condo Apartment,Apartment,43.6567194,-79.39214460000001
1030 King St W 936 Toronto,1,1,Condo Apt Apartment,2250,0-499,C9508847,0,499,249.5,Condo Apartment,Apartment,43.6415878,-79.415938
30 Herons Hill Way 1904 Toronto,1,1,Condo Apt Apartment,2250,0-499,C9395855,0,499,249.5,Condo Apartment,Apartment,43.7749383,-79.3352515
161 Roehampton Ave 1005 Toronto,1,1,Condo Apt Apartment,2250,500-599,C10416155,500,599,549.5,Condo Apartment,Apartment,43.70877249999999,-79.3937821
55 Ann O'Reilly Rd 1003 Toronto,1,1,Condo Apt Apartment,2250,500-599,C9352482,500,599,549.5,Condo Apartment,Apartment,43.77358,-79.3295308
15 Holmes Ave 1906 Toronto,1,1,Condo Apt Apartment,2250,0-499,C9371233,0,499,249.5,Condo Apartment,Apartment,43.777866,-79.41419429999999
243 Perth Ave 210 Toronto,1,1,Condo Apt Apartment,2250,500-599,W10430815,500,599,549.5,Condo Apartment,Apartment,43.6615198,-79.450345
135 East Liberty St 1809 Toronto,1,1,Condo Apt Apartment,2250,0-499,C9365012,0,499,249.5,Condo Apartment,Apartment,43.638566,-79.416906
1928 Lake Shore Blvd W 2315 Toronto,1,1,Condo Apt Apartment,2250,0-499,W10415373,0,499,249.5,Condo Apartment,Apartment,43.6355926,-79.4680985
31 Bales Ave 1109 Toronto,1,1,Condo Apt Apartment,2250,500-599,C10845470,500,599,549.5,Condo Apartment,Apartment,43.7601677,-79.4088938
80 Esther Lorrie Dr 717 Toronto,1,1,Condo Apt Apartment,2250,500-599,W9399053,500,599,549.5,Condo Apartment,Apartment,43.731918,-79.57693739999999
2033 Kennedy Rd 1102 Toronto,1,1,Condo Apt Apartment,2250,0-499,E10417126,0,499,249.5,Condo Apartment,Apartment,43.7769928,-79.28389469999999
323 Richmond St E 1114 Toronto,1,1,Condo Apt Apartment,2250,500-599,C9512250,500,599,549.5,Condo Apartment,Apartment,43.6533464,-79.3684691
12 Bonnycastle St 723 Toronto,1,1,Condo Apt Apartment,2250,500-599,C9360038,500,599,549.5,Condo Apartment,Apartment,43.6460368,-79.3649192
127 Broadway Ave 402 Toronto,1,1,Condo Apt Apartment,2250,500-599,C10421407,500,599,549.5,Condo Apartment,Apartment,43.7103794,-79.3921761
327 King St W 1401 Toronto,1,1,Condo Apt Apartment,2250,0-499,C9349003,0,499,249.5,Condo Apartment,Apartment,43.6461914,-79.39106269999999
2031 Kennedy Rd 2319 Toronto,1,1,Condo Apt Apartment,2250,0-499,E10408105,0,499,249.5,Condo Apartment,Apartment,43.7771628,-79.2842668
250 Lawrence Ave W 601 Toronto,1,1,Condo Apt Apartment,2250,0-499,C10415206,0,499,249.5,Condo Apartment,Apartment,43.7230148,-79.4137126
313 Richmond St 756 Toronto,1+1,1,Condo Apt Apartment,2250,500-599,C10927337,500,599,549.5,Condo Apartment,Apartment,43.6482588,-79.39311339999999
55 Charles St 4207 Toronto,1,1,Condo Apt Apartment,2250,500-599,C10707831,500,599,549.5,Condo Apartment,Apartment,43.6688239,-79.3835572
30 Samuel Wood Way 1907 Toronto,1,1,Condo Apt Apartment,2250,0-499,W10422250,0,499,249.5,Condo Apartment,Apartment,43.63469,-79.54056
629 King St W 818 Toronto,1,1,Condo Apt Apartment,2250,0-499,C9387115,0,499,249.5,Condo Apartment,Apartment,43.644001,-79.4015398
33 Isabella St 606 Toronto,1,1,Condo Apt Apartment,2250,500-599,C9386207,500,599,549.5,Condo Apartment,Apartment,43.6676575,-79.3837045
33 Isabella St 2311 Toronto,1,1,Condo Apt Apartment,2250,0-499,C9384966,0,499,249.5,Condo Apartment,Apartment,43.6676575,-79.3837045
3091 Dufferin Ave 211 Toronto,1,1,Condo Apt Apartment,2250,500-599,W10428037,500,599,549.5,Condo Apartment,Apartment,43.71531359999999,-79.454618
56 Annie Craig Dr 708 Toronto,1,1,Condo Apt Apartment,2250,0-499,W10422414,0,499,249.5,Condo Apartment,Apartment,43.6254787,-79.4788159
127 Broadway Ave 808 Toronto,1+1,1,Condo Townhouse Apartment,2250,500-599,C10442868,500,599,549.5,Condo Townhouse,Apartment,43.7103794,-79.3921761
28 Widmer St 4821 Toronto,1,1,Condo Apt Apartment,2250,500-599,C10405608,500,599,549.5,Condo Apartment,Apartment,43.6471784,-79.39160629999999
197 Yonge St 3603 Toronto,1,1,Condo Apt Apartment,2250,500-599,C9385508,500,599,549.5,Condo Apartment,Apartment,43.65343590000001,-79.3791875
10 Park Lawn Rd 3106 Toronto,1,1,Condo Apt Apartment,2250,500-599,W10405795,500,599,549.5,Condo Apartment,Apartment,43.6233108,-79.48375089999999
219 Dundas St E 1901 Toronto,1,1,Condo Apt Apartment,2250,500-599,C10428282,500,599,549.5,Condo Apartment,Apartment,43.656325,-79.380903
68 Abell St 536 Toronto,1,1,Condo Apt Apartment,2250,0-499,C10433486,0,499,249.5,Condo Apartment,Apartment,43.6423205,-79.42436239999999
2031 Kennedy Rd 2518 Toronto,1,1,Condo Apt Apartment,2250,700-799,E10411414,700,799,749.5,Condo Apartment,Apartment,43.7771628,-79.2842668
181 Village Green Sq 1717 Toronto,1+1,1,Condo Apt Apartment,2250,600-699,E10893872,600,699,649.5,Condo Apartment,Apartment,43.7788896,-79.2814265
775 King St W 908 Toronto,1,1,Condo Apt Apartment,2250,500-599,C9380152,500,599,549.5,Condo Apartment,Apartment,43.64302199999999,-79.40618429999999
18 Mondeo Dr 1032 Toronto,1,1,Condo Apt Apartment,2250,700-799,E10929195,700,799,749.5,Condo Apartment,Apartment,43.7642438,-79.289862
45 Charles St E 3708 Toronto,1,1,Condo Apt Apartment,2250,500-599,C10415169,500,599,549.5,Condo Apartment,Apartment,43.6689111,-79.383977
170 Bayview Ave 1501 Toronto,1,1,Condo Apt Apartment,2250,500-599,C10430800,500,599,549.5,Condo Apartment,Apartment,43.6554553,-79.35384660000001
28 Widmer St 3721 Toronto,1,1,Condo Apt Apartment,2250,500-599,C9394574,500,599,549.5,Condo Apartment,Apartment,43.6471784,-79.39160629999999
460 Adelaide St E 501 Toronto,1,1,Condo Apt Apartment,2250,600-699,C10415720,600,699,649.5,Condo Apartment,Apartment,43.6529344,-79.36660599999999
3 Pemberton Ave 709 Toronto,1,1,Condo Apt Apartment,2250,500-599,C10440849,500,599,549.5,Condo Apartment,Apartment,43.7805043,-79.413787
1030 King St W 308 Toronto,1,1,Condo Apt Apartment,2250,0-499,C9379352,0,499,249.5,Condo Apartment,Apartment,43.6415878,-79.415938
250 LAWRENCE Ave W 415 Toronto,1+1,1,Condo Apt Apartment,2250,500-599,C10440709,500,599,549.5,Condo Apartment,Apartment,43.7230148,-79.4137126
4955 Yonge St 818 Toronto,1,1,Condo Apt Apartment,2250,0-499,C9461509,0,499,249.5,Condo Apartment,Apartment,43.7650353,-79.4115219
115 Blue Jays Way 723 Toronto,1,1,Comm Element Condo Apartment,2250,500-599,C10403182,500,599,549.5,Common Element Condo,Apartment,43.6457205,-79.3918198
60 Shuter St 609 Toronto,1,1,Condo Apt Apartment,2250,0-499,C10427149,0,499,249.5,Condo Apartment,Apartment,43.6550609,-79.3760574
21 Vaughan Rd 2207 Toronto,1,1,Condo Apt Apartment,2250,600-699,C9389991,600,699,649.5,Condo Apartment,Apartment,43.6822311,-79.4185933
6 Sonic Way 3101 Toronto,1+1,2,Condo Apt Apartment,2250,600-699,C10420480,600,699,649.5,Condo Apartment,Apartment,43.7194953,-79.3365032
38 Cameron St 425 Toronto,1,1,Condo Apt Apartment,2250,600-699,C9768456,600,699,649.5,Condo Apartment,Apartment,43.64938189999999,-79.39800629999999
65 George Appleton Way 2064 Toronto,1,1,Condo Apt 2-Storey,2250,500-599,W10426318,500,599,549.5,Condo Apartment,2-Storey,43.725101,-79.4791453
15 Lower Jarvis St 3704 Toronto,1,1,Condo Apt Apartment,2250,0-499,C10432749,0,499,249.5,Condo Apartment,Apartment,43.6452369,-79.36924429999999
21 Vaughan Rd 307 Toronto,1,1,Condo Apt Apartment,2250,600-699,C9350733,600,699,649.5,Condo Apartment,Apartment,43.6822311,-79.4185933
1 Scott St 3005 Toronto,1,1,Condo Apt Apartment,2250,0-499,C9306807,0,499,249.5,Condo Apartment,Apartment,43.64682519999999,-79.3751298
159 Wellesley St E 2902 Toronto,1,1,Condo Apt Apartment,2250,0-499,C10413527,0,499,249.5,Condo Apartment,Apartment,43.6667703,-79.3748964
95 George Appleton Way 2162 Toronto,1,1,Condo Townhouse Stacked Townhse,2250,500-599,W9361469,500,599,549.5,Condo Townhouse,Stacked Townhse,43.7248209,-79.4787911
