Property URL,Property type,Number of days on Zillow,Date listed (MM/DD/YYYY),Rental price (USD per month),Living area,Living area unit,Price per living area unit (USD),Bedrooms,Bathrooms,Image URL,Is owner occupied,Property owned by Zillow,Property unit number,Street address,City,Zip,Latitude,Longitude,Zillow property ID,Property is a building,Building name,Unit availability count
"https://www.zillow.com/homedetails/120-Rowntree-Mill-Rd-2-Toronto-ON-M9L-1C9/442326900_zpid/","Apartment","3","11/03/2024","1645","800","sqft","2.06","1","1","https://photos.zillowstatic.com/fp/dc13bdb48b84924e29896bfaa19a0e19-p_e.jpg","No","No","# 2","120 Rowntree Mill Rd","Toronto","NaN","43.7535","-79.577644","442326900","","",""
"https://www.zillow.com/homedetails/1100-Sheppard-Ave-W-1003-Toronto-ON-M3K-0E4/442260890_zpid/","Apartment","5","11/01/2024","2400","626","sqft","3.83","1","1","https://photos.zillowstatic.com/fp/536be4dc2e2eb189588696a0ae53b875-p_e.jpg","No","No","# 1003","1100 Sheppard Ave W","Toronto","NaN","43.75193","-79.4667","442260890","","",""
"https://www.zillow.com/homedetails/2839-Keele-St-9-Toronto-ON-M3M-2G7/442256079_zpid/","Apartment","6","10/31/2024","2150","600","sqft","3.58","1","1","https://photos.zillowstatic.com/fp/b5e265494bc7dbdf2e0645e6fd13a950-p_e.jpg","No","No","# 9","2839 Keele St","Toronto","NaN","43.732067","-79.48294","442256079","","",""
"https://www.zillow.com/homedetails/368-George-St-301-Toronto-ON-M5A-2N3/442319710_zpid/","Apartment","4","11/02/2024","1749","550","sqft","3.18","1","1","https://photos.zillowstatic.com/fp/d26bf0f0cfe1a4c3984e3c7c3913a5a7-p_e.jpg","No","No","# 301","368 George St","Toronto","NaN","43.659748","-79.374695","442319710","","",""
"https://www.zillow.com/homedetails/1-Thyra-Ave-2-Toronto-ON-M4C-5G4/442151118_zpid/","Apartment","8","10/29/2024","2195","550","sqft","3.99","1","1","https://photos.zillowstatic.com/fp/aea518a67a15caf1ea406cb2fe9a8de3-p_e.jpg","No","No","# 2","1 Thyra Ave","Toronto","NaN","43.691334","-79.29028","442151118","","",""
"https://www.zillow.com/b/1926-lake-shore-blvd-w-toronto-on-C3Fnt9/","Building","10","10/27/2024","","","","","","","https://photos.zillowstatic.com/fp/651d3ecabff9a6e8d928a941d2fb8751-p_e.jpg","","","","1926 Lake Shore Blvd W","Toronto","NaN","43.635864","-79.46739","43.635864--79.46739","Yes","Violet-Seven Building (Randomly generated building name as it is not provided by Zillow)","2"
"https://www.zillow.com/b/1926-lake-shore-blvd-w-toronto-on-C3Fnt9/","Apartment","","","2000","","","","1","","","","","","1926 Lake Shore Blvd W","Toronto","NaN","","","","No","Unit located in: Violet-Seven Building",""
"https://www.zillow.com/homedetails/130-Lakeridge-Dr-2-Toronto-ON-M1C-5K2/442151037_zpid/","Apartment","8","10/29/2024","1755","1200","sqft","1.46","1","1","https://photos.zillowstatic.com/fp/6571272a76740a4c65e80eaba88d8833-p_e.jpg","No","No","# 2","130 Lakeridge Dr","Toronto","NaN","43.775177","-79.13667","442151037","","",""
"https://www.zillow.com/b/33-helendale-ave-toronto-on-Bv36hk/","Building","8","10/29/2024","","","","","","","https://photos.zillowstatic.com/fp/99219b54b239e22a65a3418a8cc30b91-p_e.jpg","","","","33 Helendale Ave","Toronto","NaN","43.708748","-79.39957","43.708748--79.39957","Yes","Orange-Nine Building (Randomly generated building name as it is not provided by Zillow)","4"
"https://www.zillow.com/b/33-helendale-ave-toronto-on-Bv36hk/","Apartment","","","2250","","","","1","","","","","","33 Helendale Ave","Toronto","NaN","","","","No","Unit located in: Orange-Nine Building",""
"https://www.zillow.com/homedetails/812-150-Sudbury-St-812-Toronto-ON-M6J-3S7/442083099_zpid/","Apartment","12","10/25/2024","2300","580","sqft","3.97","1","1","https://photos.zillowstatic.com/fp/379d8de3e586ab6da670d3c30fa1629c-p_e.jpg","No","No","# 812","812 Sudbury St","Toronto","NaN","43.640938","-79.42296","442083099","","",""
"https://www.zillow.com/homedetails/140-Carlton-St-Toronto-ON-M5A-3W7/2079698966_zpid/","Apartment","7","10/30/2024","2250","750","sqft","3","1","1","https://photos.zillowstatic.com/fp/f75c1a8753d50a3a7c8760d477f4a974-p_e.jpg","No","No","","140 Carlton St","Toronto","NaN","43.663155","-79.37519","2079698966","","",""
"https://www.zillow.com/homedetails/900-Mount-Pleasant-Rd-310-Toronto-ON-M4P-3J9/442102967_zpid/","Apartment","11","10/26/2024","2400","600","sqft","4","1","1","https://photos.zillowstatic.com/fp/4ab7f60f19cb9aa85ab7439d542a5aef-p_e.jpg","No","No","# 310","900 Mount Pleasant Rd","Toronto","NaN","43.711735","-79.39191","442102967","","",""
"https://www.zillow.com/apartments/toronto-on/20-edward-st/BMLF6h/","Building","11","10/26/2024","","","","","","","https://photos.zillowstatic.com/fp/f9c39f028123c9a026dc93e42e1a0641-p_e.jpg","","","","20 Edward St","Toronto","NaN","43.657112","-79.38249","43.657112--79.38249","Yes","Green-Six Building (Randomly generated building name as it is not provided by Zillow)","8"
"https://www.zillow.com/apartments/toronto-on/20-edward-st/BMLF6h/","Apartment","","","2150","","","","1","","","","","","20 Edward St","Toronto","NaN","","","","No","Unit located in: Green-Six Building",""
"https://www.zillow.com/b/building/43.663628,-79.38645_ll/","Building","13","10/24/2024","","","","","","","https://photos.zillowstatic.com/fp/19ae6444c3a7640358b8f0fb3e51b4da-p_e.jpg","","","","909 Bay St","Toronto","NaN","43.663628","-79.38645","43.663628--79.38645","Yes","Green-Nine Building (Randomly generated building name as it is not provided by Zillow)","2"
"https://www.zillow.com/b/building/43.663628,-79.38645_ll/","Apartment","","","2512","","","","1","","","","","","909 Bay St","Toronto","NaN","","","","No","Unit located in: Green-Nine Building",""
"https://www.zillow.com/b/1-shaw-st-toronto-on-BMHPxQ/","Building","13","10/24/2024","","","","","","","https://photos.zillowstatic.com/fp/7c1e4c83ddb2cc7c83188b2b1f3a06c8-p_e.jpg","","","","1 Shaw St","Toronto","NaN","43.64099","-79.41433","43.64099--79.41433","Yes","Orange-Nine Building (Randomly generated building name as it is not provided by Zillow)","3"
"https://www.zillow.com/b/1-shaw-st-toronto-on-BMHPxQ/","Apartment","","","2595","","","","1","","","","","","1 Shaw St","Toronto","NaN","","","","No","Unit located in: Orange-Nine Building",""
"https://www.zillow.com/homedetails/Toronto-ON-M5T-2X6/442130002_zpid/","Apartment","9","10/28/2024","2295","700","sqft","3.28","1","1","https://photos.zillowstatic.com/fp/e0fc89c15dee1080cb7551a513392186-p_e.jpg","No","No","","","Toronto","NaN","","","442130002","","",""
"https://www.zillow.com/homedetails/Toronto-ON-M4Y-1K2/442081546_zpid/","Apartment","12","10/25/2024","2150","","","","1","1","https://photos.zillowstatic.com/fp/7cd377afc6f6c85bfd3556aff1487586-p_e.jpg","No","No","","","Toronto","NaN","","","442081546","","",""
"https://www.zillow.com/b/75-saint-nicholas-st-toronto-on-BMCMSZ/","Building","10","10/27/2024","","","","","","","https://photos.zillowstatic.com/fp/a195248e0a77928a040e3d742924b233-p_e.jpg","","","","75 Saint Nicholas St","Toronto","NaN","43.66767","-79.38642","43.66767--79.38642","Yes","Violet-Seven Building (Randomly generated building name as it is not provided by Zillow)","6"
"https://www.zillow.com/b/75-saint-nicholas-st-toronto-on-BMCMSZ/","Apartment","","","2300","","","","1","","","","","","75 Saint Nicholas St","Toronto","NaN","","","","No","Unit located in: Violet-Seven Building",""
"https://www.zillow.com/homedetails/212-Eglinton-Ave-E-811-Toronto-ON-M4P-0A3/2069752428_zpid/","Apartment","10","10/27/2024","2550","608","sqft","4.19","1","1","https://photos.zillowstatic.com/fp/c8f8fea555c45912da71e951db56a42c-p_e.jpg","No","No","# 811","212 Eglinton Ave E","Toronto","NaN","43.708378","-79.3921","2069752428","","",""
"https://www.zillow.com/b/560-front-st-w-toronto-on-BMKYY6/","Building","13","10/24/2024","","","","","","","https://photos.zillowstatic.com/fp/c09f0a9b0774847500fd187547ec694c-p_e.jpg","","","","560 Front St W","Toronto","NaN","43.641247","-79.40017","43.641247--79.40017","Yes","Violet-Six Building (Randomly generated building name as it is not provided by Zillow)","7"
"https://www.zillow.com/b/560-front-st-w-toronto-on-BMKYY6/","Apartment","","","2280","","","","1","","","","","","560 Front St W","Toronto","NaN","","","","No","Unit located in: Violet-Six Building",""
"https://www.zillow.com/b/building/43.665646,-79.38595_ll/","Building","11","10/26/2024","","","","","","","https://photos.zillowstatic.com/fp/5ea87ccd54bb15dabba217f610d99a04-p_e.jpg","","","","11 Saint Joseph St","Toronto","NaN","43.665646","-79.38595","43.665646--79.38595","Yes","Red-Eight Building (Randomly generated building name as it is not provided by Zillow)","4"
"https://www.zillow.com/b/building/43.665646,-79.38595_ll/","Apartment","","","2150","","","","1","","","","","","11 Saint Joseph St","Toronto","NaN","","","","No","Unit located in: Red-Eight Building",""
"https://www.zillow.com/homedetails/671-Crawford-St-1-Toronto-ON-M6G-3K1/442026123_zpid/","Apartment","13","10/24/2024","2450","635","sqft","3.86","1","1","https://photos.zillowstatic.com/fp/1fc5861688b24801ad31ff4a5adda30e-p_e.jpg","No","No","# 1","671 Crawford St","Toronto","NaN","43.6613","-79.42118","442026123","","",""
"https://www.zillow.com/b/111-bathurst-st-toronto-on-BMCMHf/","Building","19","10/18/2024","","","","","","","https://photos.zillowstatic.com/fp/f55dcb2ef17d2bbcc2f264617e6b2fbc-p_e.jpg","","","","111 Bathurst St","Toronto","NaN","43.644947","-79.40273","43.644947--79.40273","Yes","Red-Seven Building (Randomly generated building name as it is not provided by Zillow)","2"
"https://www.zillow.com/b/111-bathurst-st-toronto-on-BMCMHf/","Apartment","","","2300","","","","1","","","","","","111 Bathurst St","Toronto","NaN","","","","No","Unit located in: Red-Seven Building",""
"https://www.zillow.com/b/building/43.639736,-79.39209_ll/","Building","24","10/13/2024","","","","","","","https://photos.zillowstatic.com/fp/51a3adc4d88008d2e57d174f3c6f021f-p_e.jpg","","","","35 Mariner Ter","Toronto","NaN","43.639736","-79.39209","43.639736--79.39209","Yes","Yellow-Three Building (Randomly generated building name as it is not provided by Zillow)","2"
"https://www.zillow.com/b/building/43.639736,-79.39209_ll/","Apartment","","","2350","","","","1","","","","","","35 Mariner Ter","Toronto","NaN","","","","No","Unit located in: Yellow-Three Building",""
"https://www.zillow.com/b/90-glen-everest-rd-toronto-on-CJcrt8/","Building","22","10/15/2024","","","","","","","https://photos.zillowstatic.com/fp/2947297132fef6120e656fba31d85dc5-p_e.jpg","","","","90 Glen Everest Rd","Toronto","NaN","43.70308","-79.252716","43.70308--79.252716","Yes","Violet-Eight Building (Randomly generated building name as it is not provided by Zillow)","2"
"https://www.zillow.com/b/90-glen-everest-rd-toronto-on-CJcrt8/","Apartment","","","2100","","","","1","","","","","","90 Glen Everest Rd","Toronto","NaN","","","","No","Unit located in: Violet-Eight Building",""
"https://www.zillow.com/b/harrison-toronto-on-BMK3Bg/","Building","21","10/16/2024","","","","","","","https://photos.zillowstatic.com/fp/ce60afdea8ab19958f9acaedd1e234e0-p_e.jpg","","","","105 Harrison Garden Blvd","Toronto","NaN","43.757534","-79.404976","43.757534--79.404976","Yes","Green-Zero Building (Randomly generated building name as it is not provided by Zillow)","4"
"https://www.zillow.com/b/harrison-toronto-on-BMK3Bg/","Apartment","","","2150","","","","1","","","","","","105 Harrison Garden Blvd","Toronto","NaN","","","","No","Unit located in: Green-Zero Building",""
"https://www.zillow.com/homedetails/Toronto-ON-M6J-3E9/2071936528_zpid/","Apartment","20","10/17/2024","2450","845","sqft","2.9","1","1","https://photos.zillowstatic.com/fp/d79ee826952db705748880b4e7186856-p_e.jpg","No","No","","","Toronto","NaN","","","2071936528","","",""
"https://www.zillow.com/homedetails/188-Redpath-Ave-502-Toronto-ON-M4P-3J2/441725633_zpid/","Apartment","27","10/10/2024","2300","670","sqft","3.43","1","1","https://photos.zillowstatic.com/fp/8e3703f64bd88214df4f15f590d5048e-p_e.jpg","No","No","# 502","188 Redpath Ave","Toronto","NaN","43.709927","-79.393906","441725633","","",""
"https://www.zillow.com/homedetails/40-Nanton-Ave-2-Toronto-ON-M4W-2Y9/441580301_zpid/","Apartment","30","10/07/2024","3500","1000","sqft","3.5","1","1","https://photos.zillowstatic.com/fp/42701f9f607d4c932595e3d2290e33e4-p_e.jpg","No","No","# 2","40 Nanton Ave","Toronto","NaN","43.67585","-79.3722","441580301","","",""
"https://www.zillow.com/b/building/43.639263,-79.55962_ll/","Building","30","10/07/2024","","","","","","","https://photos.zillowstatic.com/fp/adf9afda2752cfb671c1df0f1585f78d-p_e.jpg","","","","30 Gibbs Rd","Toronto","NaN","43.639263","-79.55962","43.639263--79.55962","Yes","Green-Three Building (Randomly generated building name as it is not provided by Zillow)","2"
"https://www.zillow.com/b/building/43.639263,-79.55962_ll/","Apartment","","","2250","","","","1","","","","","","30 Gibbs Rd","Toronto","NaN","","","","No","Unit located in: Green-Three Building",""
"https://www.zillow.com/b/e18hteen-toronto-on-BMLF56/","Building","","","","","","","","","https://photos.zillowstatic.com/fp/a0f49bf591052ac241380675e7505d99-p_e.jpg","","","","18 Erskine Ave","Toronto","NaN","43.711487","-79.39844","43.711487--79.39844","Yes","E18HTEEN","9"
"https://www.zillow.com/b/e18hteen-toronto-on-BMLF56/","Apartment","","","2195","","","","1","","","","","","18 Erskine Ave","Toronto","NaN","","","","No","Unit located in: E18HTEEN",""
"https://www.zillow.com/homedetails/30-Canterbury-Pl-UNIT-905-Toronto-ON-M2N-0B9/2067535432_zpid/","Apartment","42","09/25/2024","2499","700","sqft","3.57","1","1","https://photos.zillowstatic.com/fp/7df6d796f1920d8b4abf7791322151db-p_e.jpg","No","No","Unit 905","30 Canterbury Pl","Toronto","NaN","43.773167","-79.41544","2067535432","","",""
"https://www.zillow.com/homedetails/373-Markham-St-5-Toronto-ON-M6G-2K8/441702453_zpid/","Apartment","28","10/09/2024","1699","450","sqft","3.78","1","1","https://photos.zillowstatic.com/fp/12257c562f7dbcfbf062b647a67a6810-p_e.jpg","No","No","# 5","373 Markham St","Toronto","NaN","43.658653","-79.40964","441702453","","",""
"https://www.zillow.com/b/319-jarvis-st-toronto-on-BMJ7z7/","Building","20","10/17/2024","","","","","","","https://photos.zillowstatic.com/fp/07a624e9af061225cd5671df7f3e9894-p_e.jpg","","","","319 Jarvis St  06","Toronto","NaN","43.65984","-79.37525","43.65984--79.37525","Yes","Indigo-Four Building (Randomly generated building name as it is not provided by Zillow)","11"
"https://www.zillow.com/b/319-jarvis-st-toronto-on-BMJ7z7/","Apartment","","","2000","","","","1","","","","","","319 Jarvis St  06","Toronto","NaN","","","","No","Unit located in: Indigo-Four Building",""
"https://www.zillow.com/homedetails/51-Richardson-Ave-2-Toronto-ON-M6M-3R8/441552832_zpid/","Apartment","32","10/05/2024","1750","650","sqft","2.69","1","1","https://photos.zillowstatic.com/fp/b9c2e5529a4d45575f5e6989cb7ea1f4-p_e.jpg","No","No","# 2","51 Richardson Ave","Toronto","NaN","43.69396","-79.47228","441552832","","",""
"https://www.zillow.com/b/building/43.64943,-79.38841_ll/","Building","51","09/16/2024","","","","","","","https://photos.zillowstatic.com/fp/e83e526a3cf38fc23017eef7f34508c7-p_e.jpg","","","","199 Richmond St   W","Toronto","NaN","43.64943","-79.38841","43.64943--79.38841","Yes","Indigo-Eight Building (Randomly generated building name as it is not provided by Zillow)","3"
"https://www.zillow.com/b/building/43.64943,-79.38841_ll/","Apartment","","","2400","","","","1","","","","","","199 Richmond St   W","Toronto","NaN","","","","No","Unit located in: Indigo-Eight Building",""
"https://www.zillow.com/homedetails/Toronto-ON-M6R-1S3/353704734_zpid/","Apartment","17","10/20/2024","1900","440","sqft","4.32","1","1","https://photos.zillowstatic.com/fp/1c4d6af845116d1d02107cef325794f9-p_e.jpg","No","No","","","Toronto","NaN","","","353704734","","",""
"https://www.zillow.com/b/55-charles-st-e-toronto-on-BMLFRv/","Building","60","09/07/2024","","","","","","","https://photos.zillowstatic.com/fp/ac6a4e6fe48972193a12698299c63e43-p_e.jpg","","","","55 Charles St E","Toronto","NaN","43.6689","-79.38353","43.6689--79.38353","Yes","Violet-Zero Building (Randomly generated building name as it is not provided by Zillow)","16"
"https://www.zillow.com/b/55-charles-st-e-toronto-on-BMLFRv/","Apartment","","","2350","","","","1","","","","","","55 Charles St E","Toronto","NaN","","","","No","Unit located in: Violet-Zero Building",""
"https://www.zillow.com/homedetails/15-Maitland-Pl-905-Toronto-ON-M4Y-2X3/440330366_zpid/","Apartment","10","10/27/2024","2350","","","","1","1","https://photos.zillowstatic.com/fp/83c73dfdb74a5334dd929aed0dd4f16d-p_e.jpg","No","No","# 905","15 Maitland Pl","Toronto","NaN","43.66529","-79.376335","440330366","","",""
"https://www.zillow.com/homedetails/798-Ossington-Ave-M-Toronto-ON-M6G-3V1/439813097_zpid/","Apartment","68","08/30/2024","2400","900","sqft","2.67","1","1","https://photos.zillowstatic.com/fp/95ce2afadf3ae899495a30a418c79b30-p_e.jpg","No","No","# M","798 Ossington Ave","Toronto","NaN","43.663624","-79.42659","439813097","","",""
"https://www.zillow.com/homedetails/99-Mackay-Ave-Toronto-ON-M6H-2N7/440379103_zpid/","Apartment","52","09/15/2024","1850","","","","1","1","https://photos.zillowstatic.com/fp/cdc856d513c2303343fc35d5c28f134f-p_e.jpg","No","No","","99 Mackay Ave","Toronto","NaN","43.676083","-79.446625","440379103","","",""
"https://www.zillow.com/homedetails/88-Redpath-Ave-Toronto-ON-M4S-2J8/2055456619_zpid/","Apartment","","","2234","","","","1","1","https://photos.zillowstatic.com/fp/fe26838932dab1bbc063c22e3690f509-p_e.jpg","No","No","","88 Redpath Ave","Toronto","NaN","43.70629","-79.39257","2055456619","","",""
"https://www.zillow.com/homedetails/132-Silverhill-Dr-BASEMENT-Toronto-ON-M9B-3W7/440623226_zpid/","Apartment","47","09/20/2024","1900","800","sqft","2.38","1","1","https://photos.zillowstatic.com/fp/2d69b3d53a47a4421acd1f013291cd5e-p_e.jpg","No","No","# BASEMENT","132 Silverhill Dr","Toronto","NaN","43.631847","-79.55065","440623226","","",""
"https://www.zillow.com/homedetails/1864-Danforth-Ave-301-Toronto-ON-M4C-1J4/407207193_zpid/","Apartment","2","11/04/2024","2500","900","sqft","2.78","1","1","https://photos.zillowstatic.com/fp/0b21e1405d33d902b49408c11aa9e0c0-p_e.jpg","No","No","# 301","1864 Danforth Ave","Toronto","NaN","43.684925","-79.31732","407207193","","",""
"https://www.zillow.com/homedetails/3321-Dundas-St-W-4-Toronto-ON-M6P-2A6/439183000_zpid/","Apartment","80","08/18/2024","1950","800","sqft","2.44","1","1","https://photos.zillowstatic.com/fp/cb48f81daca2b816e45333b51116cd4a-p_e.jpg","No","No","# 4","3321 Dundas St W","Toronto","NaN","43.665386","-79.48082","439183000","","",""
"https://www.zillow.com/homedetails/65-Lillian-St-Toronto-ON-M4S-0A1/2055456564_zpid/","Apartment","","","2239","","","","1","1","https://photos.zillowstatic.com/fp/2b96b5e263b75ab06bb8b8f9d2d1965b-p_e.jpg","No","No","","65 Lillian St","Toronto","NaN","43.706192","-79.39323","2055456564","","",""
"https://www.zillow.com/b/109-earlscourt-ave-toronto-on-BSwNPG/","Building","89","08/09/2024","","","","","","","https://photos.zillowstatic.com/fp/9dece325aa1e6fcf5f5b9b510deb1d2f-p_e.jpg","","","","109 Earlscourt Ave","Toronto","NaN","43.680344","-79.448616","43.680344--79.448616","Yes","Blue-Five Building (Randomly generated building name as it is not provided by Zillow)","2"
"https://www.zillow.com/b/109-earlscourt-ave-toronto-on-BSwNPG/","Apartment","","","1875","","","","1","","","","","","109 Earlscourt Ave","Toronto","NaN","","","","No","Unit located in: Blue-Five Building",""
"https://www.zillow.com/homedetails/28-Macpherson-Ave-3-Toronto-ON-M5R-1W8/345679167_zpid/","Apartment","56","09/11/2024","2330","680","sqft","3.43","1","1","https://photos.zillowstatic.com/fp/7d7dd4531703ddf102f3f283120bf477-p_e.jpg","No","No","# 3","28 Macpherson Ave","Toronto","NaN","43.679073","-79.39192","345679167","","",""
"https://www.zillow.com/b/783-bathurst-st-toronto-on-BMLDxh/","Building","","","","","","","","","https://photos.zillowstatic.com/fp/9046c8e957b6e54e12febc14a39429c4-p_e.jpg","","","","783 Bathurst St","Toronto","NaN","43.664516","-79.41058","43.664516--79.41058","Yes","Violet-Two Building (Randomly generated building name as it is not provided by Zillow)","3"
"https://www.zillow.com/b/783-bathurst-st-toronto-on-BMLDxh/","Apartment","","","2100","","","","1","","","","","","783 Bathurst St","Toronto","NaN","","","","No","Unit located in: Violet-Two Building",""
"https://www.zillow.com/b/building/43.64905,-79.386154_ll/","Building","","","","","","","","","https://photos.zillowstatic.com/fp/c459fb491d4d269386310ac9472bfca8-p_e.jpg","","","","180 University Ave","Toronto","NaN","43.64905","-79.386154","43.64905--79.386154","Yes","Green-Six Building (Randomly generated building name as it is not provided by Zillow)","6"
"https://www.zillow.com/b/building/43.64905,-79.386154_ll/","Apartment","","","4700","","","","1","","","","","","180 University Ave","Toronto","NaN","","","","No","Unit located in: Green-Six Building",""
"https://www.zillow.com/b/238-simcoe-st-toronto-on-CfFSPX/","Building","","","","","","","","","https://photos.zillowstatic.com/fp/964539db55fa8528f2df3dd40d37a110-p_e.jpg","","","","238 Simcoe St","Toronto","NaN","43.653694","-79.38908","43.653694--79.38908","Yes","Yellow-Zero Building (Randomly generated building name as it is not provided by Zillow)","6"
"https://www.zillow.com/b/238-simcoe-st-toronto-on-CfFSPX/","Apartment","","","2125","","","","1","","","","","","238 Simcoe St","Toronto","NaN","","","","No","Unit located in: Yellow-Zero Building",""
"https://www.zillow.com/b/255-richmond-st-e-toronto-on-BMJFqW/","Building","","","","","","","","","https://photos.zillowstatic.com/fp/c3433610041578cae7f993c7b9816cc5-p_e.jpg","","","","255 Richmond St E","Toronto","NaN","43.652912","-79.37035","43.652912--79.37035","Yes","Green-Eight Building (Randomly generated building name as it is not provided by Zillow)","2"
"https://www.zillow.com/b/255-richmond-st-e-toronto-on-BMJFqW/","Apartment","","","2500","","","","1","","","","","","255 Richmond St E","Toronto","NaN","","","","No","Unit located in: Green-Eight Building",""
"https://www.zillow.com/homedetails/125-Western-Battery-Rd-UNIT-308-Toronto-ON-M6K-3R8/442406666_zpid/","Condominium","0","11/06/2024","2480","","","","1","1","https://photos.zillowstatic.com/fp/65a19ef9627f37905cf078fc7a48c62b-p_e.jpg","No","No","Unit 308","125 Western Battery Rd","Toronto","NaN","43.639877","-79.41674","442406666","","",""
"https://www.zillow.com/b/155-yorkville-ave-toronto-on-BMCMJC/","Building","","","","","","","","","https://photos.zillowstatic.com/fp/bfae09175ead8fdd9129e192150f583f-p_e.jpg","","","","155 Yorkville Ave  Unit 1105","Toronto","NaN","43.670265","-79.394356","43.670265--79.394356","Yes","Violet-Two Building (Randomly generated building name as it is not provided by Zillow)","3"
"https://www.zillow.com/b/155-yorkville-ave-toronto-on-BMCMJC/","Apartment","","","2180","","","","1","","","","","","155 Yorkville Ave  Unit 1105","Toronto","NaN","","","","No","Unit located in: Violet-Two Building",""
"https://www.zillow.com/b/building/43.66956,-79.38466_ll/","Building","","","","","","","","","https://photos.zillowstatic.com/fp/74284800a59f8fad3fc100353243227f-p_e.jpg","","","","35 Hayden St","Toronto","NaN","43.66956","-79.38466","43.66956--79.38466","Yes","Green-One Building (Randomly generated building name as it is not provided by Zillow)","4"
"https://www.zillow.com/b/building/43.66956,-79.38466_ll/","Apartment","","","2050","","","","1","","","","","","35 Hayden St","Toronto","NaN","","","","No","Unit located in: Green-One Building",""
"https://www.zillow.com/b/building/43.637466,-79.41845_ll/","Building","","","","","","","","","https://photos.zillowstatic.com/fp/84409041983a0ddc49b7e6f15283aa4d-p_e.jpg","","","","5 Hanna Ave","Toronto","NaN","43.637466","-79.41845","43.637466--79.41845","Yes","Red-Five Building (Randomly generated building name as it is not provided by Zillow)","3"
